ti,repo,measurement_type,data_type,cadence,status,exp,sum,jobs,%Failure
29-AUG-2022 18,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
29-AUG-2022 19,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,246,-41,41,1.00
29-AUG-2022 20,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,192,-32,32,1.00
29-AUG-2022 21,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,258,-43,43,1.00
29-AUG-2022 22,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
29-AUG-2022 23,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
30-AUG-2022 00,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,306,-51,51,1.00
30-AUG-2022 01,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,258,-43,43,1.00
30-AUG-2022 02,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,324,-54,54,1.00
30-AUG-2022 03,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
30-AUG-2022 04,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,300,-50,50,1.00
30-AUG-2022 05,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
30-AUG-2022 06,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,252,-42,42,1.00
30-AUG-2022 07,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,252,-42,42,1.00
30-AUG-2022 08,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,294,-49,49,1.00
30-AUG-2022 09,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,246,-41,41,1.00
30-AUG-2022 10,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
30-AUG-2022 11,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
30-AUG-2022 12,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
30-AUG-2022 13,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,294,-49,49,1.00
30-AUG-2022 14,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,306,-51,51,1.00
30-AUG-2022 15,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
30-AUG-2022 16,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,252,-42,42,1.00
30-AUG-2022 17,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,294,-49,49,1.00
30-AUG-2022 18,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
30-AUG-2022 19,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,294,-49,49,1.00
30-AUG-2022 20,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,246,-41,41,1.00
30-AUG-2022 21,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,246,-41,41,1.00
30-AUG-2022 22,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,300,-50,50,1.00
30-AUG-2022 23,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
31-AUG-2022 00,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
31-AUG-2022 01,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
31-AUG-2022 02,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,234,-39,39,1.00
31-AUG-2022 03,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,234,-39,39,1.00
31-AUG-2022 04,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
31-AUG-2022 05,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
31-AUG-2022 06,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,294,-49,49,1.00
31-AUG-2022 07,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,258,-43,43,1.00
31-AUG-2022 08,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,252,-42,42,1.00
31-AUG-2022 09,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,252,-42,42,1.00
31-AUG-2022 10,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
31-AUG-2022 11,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,252,-42,42,1.00
31-AUG-2022 12,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,324,-54,54,1.00
31-AUG-2022 13,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,240,-40,40,1.00
31-AUG-2022 14,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
31-AUG-2022 15,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,258,-43,43,1.00
31-AUG-2022 16,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,294,-49,49,1.00
31-AUG-2022 17,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
31-AUG-2022 18,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
31-AUG-2022 19,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,252,-42,42,1.00
31-AUG-2022 20,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,258,-43,43,1.00
31-AUG-2022 21,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
31-AUG-2022 22,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,246,-41,41,1.00
31-AUG-2022 23,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,294,-49,49,1.00
01-SEP-2022 00,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3536,-42,42,1.00
01-SEP-2022 01,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3212,-38,38,1.00
01-SEP-2022 02,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4080,-48,48,1.00
01-SEP-2022 03,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4585,-54,54,1.00
01-SEP-2022 04,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4200,-50,50,1.00
01-SEP-2022 05,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3524,-42,42,1.00
01-SEP-2022 06,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4362,-53,53,1.00
01-SEP-2022 07,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3564,-44,44,1.00
01-SEP-2022 08,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4245,-53,53,1.00
01-SEP-2022 09,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3702,-47,47,1.00
01-SEP-2022 10,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4054,-52,52,1.00
01-SEP-2022 11,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3463,-45,45,1.00
01-SEP-2022 12,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3002,-39,39,1.00
01-SEP-2022 13,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3606,-47,47,1.00
01-SEP-2022 14,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3348,-44,44,1.00
01-SEP-2022 15,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3665,-49,49,1.00
01-SEP-2022 16,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3309,-45,45,1.00
01-SEP-2022 17,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3510,-49,49,1.00
01-SEP-2022 18,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3419,-49,49,1.00
01-SEP-2022 19,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3417,-50,50,1.00
01-SEP-2022 20,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3196,-47,47,1.00
01-SEP-2022 21,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2989,-44,44,1.00
01-SEP-2022 22,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3042,-45,45,1.00
01-SEP-2022 23,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3663,-55,55,1.00
02-SEP-2022 00,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2970,-45,45,1.00
02-SEP-2022 01,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2874,-44,44,1.00
02-SEP-2022 02,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2898,-45,45,1.00
02-SEP-2022 03,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3073,-47,47,1.00
02-SEP-2022 04,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3007,-46,46,1.00
02-SEP-2022 05,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3326,-51,51,1.00
02-SEP-2022 06,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2627,-41,41,1.00
02-SEP-2022 07,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3129,-49,49,1.00
02-SEP-2022 08,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2996,-48,48,1.00
02-SEP-2022 09,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3050,-50,50,1.00
02-SEP-2022 10,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2743,-45,45,1.00
02-SEP-2022 11,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2820,-47,47,1.00
02-SEP-2022 12,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2750,-47,47,1.00
02-SEP-2022 13,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2342,-40,40,1.00
02-SEP-2022 14,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2570,-43,43,1.00
02-SEP-2022 15,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2880,-48,48,1.00
02-SEP-2022 16,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2245,-36,36,1.00
02-SEP-2022 17,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2708,-42,42,1.00
02-SEP-2022 18,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2568,-40,40,1.00
02-SEP-2022 19,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3328,-52,52,1.00
02-SEP-2022 20,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3089,-47,47,1.00
02-SEP-2022 21,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3432,-52,52,1.00
02-SEP-2022 22,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3146,-48,48,1.00
02-SEP-2022 23,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2945,-45,45,1.00
03-SEP-2022 00,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3089,-47,47,1.00
03-SEP-2022 01,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2875,-45,45,1.00
03-SEP-2022 02,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3114,-49,49,1.00
03-SEP-2022 03,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2720,-42,42,1.00
03-SEP-2022 04,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2925,-45,45,1.00
03-SEP-2022 05,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2925,-45,45,1.00
03-SEP-2022 06,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3075,-48,48,1.00
03-SEP-2022 07,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2961,-46,46,1.00
03-SEP-2022 08,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2925,-45,45,1.00
03-SEP-2022 09,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2956,-46,46,1.00
03-SEP-2022 10,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3136,-49,49,1.00
03-SEP-2022 11,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2774,-43,43,1.00
03-SEP-2022 12,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3430,-53,53,1.00
03-SEP-2022 13,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3213,-50,50,1.00
03-SEP-2022 14,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3051,-47,47,1.00
03-SEP-2022 15,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2671,-42,42,1.00
03-SEP-2022 16,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2660,-42,42,1.00
03-SEP-2022 17,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2535,-39,39,1.00
03-SEP-2022 18,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2860,-44,44,1.00
03-SEP-2022 19,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3055,-47,47,1.00
03-SEP-2022 20,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2828,-43,43,1.00
03-SEP-2022 21,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3138,-48,48,1.00
03-SEP-2022 22,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2442,-37,37,1.00
03-SEP-2022 23,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3293,-49,49,1.00
04-SEP-2022 00,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,68,-1,1,1.00
04-SEP-2022 16,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,1592,-23,23,1.00
04-SEP-2022 17,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,2870,-41,41,1.00
04-SEP-2022 18,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4159,-59,59,1.00
04-SEP-2022 19,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4260,-60,60,1.00
04-SEP-2022 20,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4261,-60,60,1.00
04-SEP-2022 21,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4320,-60,60,1.00
04-SEP-2022 22,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4380,-60,60,1.00
04-SEP-2022 23,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4354,-60,60,1.00
05-SEP-2022 00,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4320,-60,60,1.00
05-SEP-2022 01,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4320,-60,60,1.00
05-SEP-2022 02,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4342,-60,60,1.00
05-SEP-2022 03,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3850,-53,53,1.00
05-SEP-2022 04,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4015,-55,55,1.00
05-SEP-2022 05,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3632,-50,50,1.00
05-SEP-2022 06,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3816,-53,53,1.00
05-SEP-2022 07,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4104,-57,57,1.00
05-SEP-2022 08,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4387,-60,60,1.00
05-SEP-2022 09,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4421,-60,60,1.00
05-SEP-2022 10,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4463,-60,60,1.00
05-SEP-2022 11,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4580,-60,60,1.00
05-SEP-2022 12,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4620,-60,60,1.00
05-SEP-2022 13,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4620,-60,60,1.00
05-SEP-2022 14,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4420,-58,58,1.00
05-SEP-2022 15,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4425,-59,59,1.00
05-SEP-2022 16,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4304,-58,58,1.00
05-SEP-2022 17,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4242,-57,57,1.00
05-SEP-2022 18,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4449,-58,58,1.00
05-SEP-2022 19,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4235,-55,55,1.00
05-SEP-2022 20,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4448,-57,57,1.00
05-SEP-2022 21,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4266,-54,54,1.00
05-SEP-2022 22,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4503,-57,57,1.00
05-SEP-2022 23,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4782,-60,60,1.00
06-SEP-2022 00,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4640,-58,58,1.00
06-SEP-2022 01,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4688,-58,58,1.00
06-SEP-2022 02,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4674,-57,57,1.00
06-SEP-2022 03,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4944,-60,60,1.00
06-SEP-2022 04,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4897,-59,59,1.00
06-SEP-2022 05,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4814,-58,58,1.00
06-SEP-2022 06,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4814,-58,58,1.00
06-SEP-2022 07,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4648,-56,56,1.00
06-SEP-2022 08,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4648,-56,56,1.00
06-SEP-2022 09,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4980,-60,60,1.00
06-SEP-2022 10,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4731,-57,57,1.00
06-SEP-2022 11,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4671,-56,56,1.00
06-SEP-2022 12,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4620,-55,55,1.00
06-SEP-2022 13,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4704,-56,56,1.00
06-SEP-2022 14,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4956,-59,59,1.00
06-SEP-2022 15,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5050,-60,60,1.00
06-SEP-2022 16,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5100,-60,60,1.00
06-SEP-2022 17,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5151,-60,60,1.00
06-SEP-2022 18,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5174,-60,60,1.00
06-SEP-2022 19,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5220,-60,60,1.00
06-SEP-2022 20,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5220,-60,60,1.00
06-SEP-2022 21,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5138,-59,59,1.00
06-SEP-2022 22,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5280,-60,60,1.00
06-SEP-2022 23,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5192,-59,59,1.00
07-SEP-2022 00,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5104,-58,58,1.00
07-SEP-2022 01,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5203,-59,59,1.00
07-SEP-2022 02,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5340,-60,60,1.00
07-SEP-2022 03,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5340,-60,60,1.00
07-SEP-2022 04,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5340,-60,60,1.00
07-SEP-2022 05,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5340,-60,60,1.00
07-SEP-2022 06,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5340,-60,60,1.00
07-SEP-2022 07,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5313,-60,60,1.00
07-SEP-2022 08,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5280,-60,60,1.00
07-SEP-2022 09,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5280,-60,60,1.00
07-SEP-2022 10,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5280,-60,60,1.00
07-SEP-2022 11,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5280,-60,60,1.00
07-SEP-2022 12,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5280,-60,60,1.00
07-SEP-2022 13,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5280,-60,60,1.00
07-SEP-2022 14,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5273,-60,60,1.00
07-SEP-2022 15,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5220,-60,60,1.00
07-SEP-2022 16,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5220,-60,60,1.00
07-SEP-2022 17,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5258,-60,60,1.00
07-SEP-2022 18,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5304,-60,60,1.00
07-SEP-2022 19,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5256,-60,60,1.00
07-SEP-2022 20,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5220,-60,60,1.00
07-SEP-2022 21,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5220,-60,60,1.00
07-SEP-2022 22,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5220,-60,60,1.00
07-SEP-2022 23,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5217,-60,60,1.00
08-SEP-2022 00,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5218,-60,60,1.00
08-SEP-2022 01,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5174,-60,60,1.00
08-SEP-2022 02,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5160,-60,60,1.00
08-SEP-2022 03,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5160,-60,60,1.00
08-SEP-2022 04,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5160,-60,60,1.00
08-SEP-2022 05,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5160,-60,60,1.00
08-SEP-2022 06,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5160,-60,60,1.00
08-SEP-2022 07,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5160,-60,60,1.00
08-SEP-2022 08,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5160,-60,60,1.00
08-SEP-2022 09,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5149,-60,60,1.00
08-SEP-2022 10,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5160,-60,60,1.00
08-SEP-2022 11,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5160,-60,60,1.00
08-SEP-2022 12,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5064,-60,60,1.00
08-SEP-2022 13,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5058,-60,60,1.00
08-SEP-2022 14,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5040,-60,60,1.00
08-SEP-2022 15,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5040,-60,60,1.00
08-SEP-2022 16,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,847,-10,10,1.00
08-SEP-2022 19,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,698,-8,8,1.00
16-AUG-2022 22,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,279,-3,3,1.00
16-AUG-2022 23,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3259,-35,35,1.00
17-AUG-2022 00,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3473,-37,37,1.00
17-AUG-2022 01,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4435,-48,48,1.00
17-AUG-2022 02,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3934,-42,42,1.00
17-AUG-2022 03,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3990,-42,42,1.00
17-AUG-2022 04,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4465,-47,47,1.00
17-AUG-2022 05,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,3947,-41,41,1.00
17-AUG-2022 06,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4658,-48,48,1.00
17-AUG-2022 07,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4836,-49,49,1.00
17-AUG-2022 08,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4773,-48,48,1.00
17-AUG-2022 09,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5314,-53,53,1.00
17-AUG-2022 10,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4141,-41,41,1.00
17-AUG-2022 11,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5060,-50,50,1.00
17-AUG-2022 12,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4692,-46,46,1.00
17-AUG-2022 13,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4208,-41,41,1.00
17-AUG-2022 14,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5096,-49,49,1.00
17-AUG-2022 15,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4819,-46,46,1.00
17-AUG-2022 16,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5488,-52,52,1.00
17-AUG-2022 17,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5020,-47,47,1.00
17-AUG-2022 18,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4681,-43,43,1.00
17-AUG-2022 19,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5585,-51,51,1.00
17-AUG-2022 20,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5511,-50,50,1.00
17-AUG-2022 21,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,4373,-39,39,1.00
17-AUG-2022 22,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5453,-48,48,1.00
17-AUG-2022 23,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5016,-44,44,1.00
18-AUG-2022 00,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5053,-44,44,1.00
18-AUG-2022 01,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5290,-46,46,1.00
18-AUG-2022 02,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5060,-44,44,1.00
18-AUG-2022 03,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,6146,-53,53,1.00
18-AUG-2022 04,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5244,-45,45,1.00
18-AUG-2022 05,GitLabs,Irr-adi,goe-xra-fla,0:01:00,Error,5564,-47,47,1.00
